672227/1000000  186363/250000  11509/20000  164201/200000
9753/125000  999227/1000000  -893087/1000000  222569/500000
-46767/1000000  -996979/1000000  661467/1000000  377571/500000
136093/500000  193001/200000  454351/500000  -421547/1000000
549873/1000000  -833617/1000000  64851/125000  214851/250000
-837643/1000000  -270313/500000  -186569/200000  355241/1000000
-150709/1000000  49497/50000  98697/200000  -870211/1000000
-172497/1000000  986919/1000000  97337/100000  -236773/1000000
-20301/62500  -235931/250000  289123/1000000  -956897/1000000
-753697/1000000  -26073/40000  -492017/500000  -170227/1000000
290169/500000  814083/1000000  488251/500000  116753/500000
-25873/100000  -961949/1000000  272181/500000  -104941/125000
-644647/1000000  766053/1000000  -490467/500000  97433/500000
945767/1000000  326173/1000000  -12917/25000  34261/40000
377863/500000  329333/500000  45871/100000  -444803/500000
138557/200000  -721897/1000000  -981443/1000000  -22211/125000
-475947/500000  302879/1000000  -46497/50000  -177957/500000
106019/125000  -132023/250000  -97339/100000  8761/40000
-514901/1000000  -426037/500000  -59743/250000  -484619/500000
-14503/25000  815881/1000000  978407/1000000  -10517/50000
-483197/500000  1949/8000  -276443/500000  -830229/1000000
-479627/500000  283059/1000000  -175631/250000  710023/1000000
-557403/1000000  -206383/250000  -21817/250000  -497009/500000
73461/250000  -476541/500000  -9976/15625  -76613/100000
231983/250000  189711/500000  563343/1000000  -413643/500000
687317/1000000  -728377/1000000  3399/62500  -996791/1000000
52193/62500  278059/500000  32783/125000  968121/1000000
754253/1000000  65983/100000  -201449/1000000  -122333/125000
298669/500000  805229/1000000  -126969/200000  -770861/1000000
-438849/500000  238181/500000  -1357/2500  419887/500000
-34167/1000000  -99943/100000  42493/125000  37739/40000
242917/1000000  97489/100000  -24951/25000  2911/50000
116439/250000  -441301/500000  -446497/500000  224397/500000
93633/200000  -882957/1000000  -839193/1000000  546019/1000000
-392649/1000000  -918471/1000000  -979489/1000000  193197/1000000
82241/125000  -94277/125000  -28369/200000  198327/200000
21827/1000000  -249399/250000  464063/500000  -18717/50000
-950567/1000000  -150093/500000  182609/1000000  -490853/500000
367931/1000000  -464379/500000  125177/125000  -21989/500000
47401/50000  319269/1000000  605911/1000000  399571/500000
3053/10000  955861/1000000  3869/4000  267179/1000000
-171353/250000  -724359/1000000  -96913/100000  30809/125000
-138607/500000  192689/200000  915559/1000000  -400597/1000000
251329/500000  433841/500000  -329177/1000000  -941419/1000000
39541/500000  999117/1000000  -180709/250000  689553/1000000
-492489/500000  80617/500000  109473/200000  -419013/500000
721157/1000000  -345773/500000  -675099/1000000  46119/62500
-122553/125000  3067/15625  87273/1000000  998119/1000000
-843239/1000000  107363/200000  930587/1000000  -46409/125000
-497921/500000  57269/1000000  -225873/250000  423637/1000000
-99887/100000  9443/500000  323407/500000  -381211/500000
-359919/500000  -687253/1000000  83973/200000  -907699/1000000
128609/1000000  -989281/1000000  962663/1000000  35641/125000
241961/250000  268639/1000000  -33031/50000  -374363/500000
-395891/500000  -605363/1000000  98671/100000  175819/1000000
797039/1000000  121827/200000  -943893/1000000  32781/100000
-52851/500000  -248219/250000  -79517/125000  771239/1000000
-997173/1000000  241/20000  -23887/100000  -969157/1000000
22841/200000  -19829/20000  -13014/15625  548593/1000000
146529/500000  38349/40000  78933/250000  -947023/1000000
-36981/40000  -93811/250000  499941/500000  -32131/500000
-994497/1000000  -84633/1000000  25139/62500  -456687/500000
300493/500000  -799881/1000000  13/2500  250467/250000
-894597/1000000  222863/500000  -701023/1000000  -22129/31250
500621/500000  34969/1000000  -48889/50000  47777/250000
59259/100000  -402263/500000  -31113/200000  -98517/100000
54417/250000  19581/20000  249837/250000  2689/40000
-498447/500000  10187/250000  84889/1000000  499609/500000
-13001/20000  -754369/1000000  -410583/500000  56941/100000
625399/1000000  195787/250000  481137/500000  141907/500000
-997557/1000000  51759/1000000  -91179/100000  410919/1000000
288087/500000  -20407/25000  68199/125000  -836211/1000000
346409/500000  726423/1000000  860389/1000000  128191/250000
1633/3125  -852891/1000000  123469/125000  173073/1000000
-387903/500000  -625179/1000000  161687/250000  -381371/500000
-57347/62500  -392019/1000000  -7213/31250  975147/1000000
80017/125000  -383781/500000  148873/1000000  198013/200000
233049/250000  -182257/500000  -768601/1000000  638797/1000000
-174429/200000  -486089/1000000  782427/1000000  -313207/500000
-994653/1000000  86701/1000000  33411/62500  -421123/500000
-820249/1000000  -565841/1000000  -931723/1000000  -88833/250000
68703/500000  991337/1000000  427309/500000  525191/1000000
27231/62500  -897373/1000000  -205547/1000000  490301/500000
-678979/1000000  91813/125000  -989819/1000000  -11577/100000
-3999/25000  -196819/200000  -119477/125000  -141671/500000
4211/8000  -13252/15625  26753/31250  -258657/500000
-985291/1000000  -9089/62500  -48501/50000  237271/1000000
20573/125000  988727/1000000  -498733/500000  12597/200000
32307/62500  -106927/125000  623513/1000000  -780651/1000000
-292229/500000  101741/125000  -996601/1000000  -921/200000
-130657/500000  -481007/500000  -932943/1000000  17723/50000
144393/200000  695487/1000000  -125059/500000  969893/1000000
-240481/250000  -265979/1000000  197119/200000  174307/1000000
-30649/1000000  -998079/1000000  -94157/1000000  -496459/500000
863363/1000000  63831/125000  -11331/50000  -96981/100000
62743/100000  -777521/1000000  -852267/1000000  52129/100000
-198771/1000000  49033/50000  189523/250000  -324621/500000
1000121/1000000  -2291/62500  -89879/500000  98511/100000
-29841/500000  -498531/500000  116377/200000  -8117/10000
-982259/1000000  172013/1000000  367471/1000000  -232373/250000
-87659/100000  -119451/250000  -318769/1000000  -473143/500000
-45319/250000  492399/500000  975523/1000000  14773/62500
1000653/1000000  63951/1000000  -37509/50000  -658923/1000000
-35223/100000  234077/250000  -989941/1000000  6451/50000
181539/200000  426951/1000000  240151/250000  -140417/500000
-497543/500000  -39673/500000  -944127/1000000  -160513/500000
-988161/1000000  -8497/62500  -976303/1000000  -106063/500000
199681/200000  84203/1000000  -46589/250000  982937/1000000
32747/40000  29007/50000  -289257/1000000  -956001/1000000
-571/500000  1002291/1000000  495707/500000  159843/1000000
4439/15625  481151/500000  -412409/1000000  227959/250000
79549/500000  -492717/500000  -1941/2000  61063/250000
91549/200000  -887169/1000000  -31211/31250  5993/500000
-392073/1000000  -183507/200000  -26089/100000  -961667/1000000
666517/1000000  -23321/31250  -13743/1000000  -499181/500000
-35013/100000  936827/1000000  -199331/200000  62929/1000000
-83937/125000  370293/500000  946189/1000000  335527/1000000
701803/1000000  -712587/1000000  -12097/15625  316629/500000
-35043/250000  123879/125000  26187/31250  -544827/1000000
276043/500000  -103999/125000  -462033/500000  -23413/62500
877131/1000000  489763/1000000  -784301/1000000  77647/125000
-369707/500000  -134413/200000  -77701/250000  -948217/1000000
-91709/100000  98957/250000  -199279/250000  -59721/100000
-141873/200000  -350123/500000  -333797/500000  148453/200000
518983/1000000  -13314/15625  -46573/125000  464423/500000
23999/100000  -484473/500000  46241/125000  -92803/100000
21917/25000  98689/200000  -994113/1000000  12563/125000
199467/200000  42713/500000  15757/125000  497241/500000
904393/1000000  435037/1000000  251423/1000000  485499/500000
-474119/500000  -310471/1000000  494791/500000  1339/8000
99421/100000  63387/500000  -663967/1000000  746623/1000000
289177/1000000  -239069/250000  169023/1000000  -984329/1000000
50011/200000  -38661/40000  970807/1000000  250219/1000000
-499141/1000000  868149/1000000  136289/1000000  -990047/1000000
-11524/15625  -335409/500000  153259/500000  -11871/12500
-57397/100000  409939/500000  -107543/200000  843959/1000000
-993277/1000000  52749/500000  994797/1000000  -117539/1000000
-144569/1000000  990907/1000000  189877/250000  -650427/1000000
-116649/200000  406681/500000  153201/250000  -790379/1000000
-382693/500000  25747/40000  -60437/1000000  24973/25000
66213/250000  -964213/1000000  3957/6250  -388997/500000
224479/250000  -220613/500000  -374867/500000  -329921/500000
-410327/500000  -8836/15625  -158787/250000  -769711/1000000
-152347/200000  40459/62500  -88033/100000  94267/200000
5779/15625  930791/1000000  382651/1000000  92493/100000
-922279/1000000  47171/125000  249517/250000  84157/1000000
949207/1000000  162121/500000  -759389/1000000  -128879/200000
-433441/500000  -123539/250000  -988829/1000000  -126121/1000000
-20791/1000000  1002677/1000000  15477/15625  38487/250000
48757/125000  922437/1000000  28339/100000  -479187/500000
-105989/200000  -211181/250000  -154233/250000  -784891/1000000
219781/500000  901639/1000000  706473/1000000  -706259/1000000
151607/200000  -326381/500000  -74587/125000  804327/1000000
-3843/500000  -998709/1000000  231317/250000  96183/250000
-196351/200000  -85587/500000  -957513/1000000  -55711/200000
995379/1000000  -109899/1000000  -456741/1000000  -177073/200000
72051/125000  -815853/1000000  -289547/500000  814981/1000000
498099/1000000  -54209/62500  40341/250000  -984439/1000000
-230363/250000  -376899/1000000  -449631/500000  435087/1000000
-168929/200000  -265319/500000  -956617/1000000  284559/1000000
-884641/1000000  -7229/15625  20353/50000  -913543/1000000
-31019/125000  -48309/50000  957407/1000000  -144527/500000
-523/625  -272341/500000  224827/250000  445907/1000000
-113709/125000  -51161/125000  -375283/1000000  926999/1000000
-200741/1000000  61353/62500  -372967/500000  83157/125000
-3563/5000  21903/31250  928857/1000000  -11727/31250
818243/1000000  -72477/125000  -641429/1000000  -381321/500000
-14383/25000  -815781/1000000  8787/250000  1001209/1000000
-1707/6250  -96017/100000  182281/250000  344963/500000
573817/1000000  822979/1000000  113/3125  99969/100000
756929/1000000  -652609/1000000  237199/1000000  -970589/1000000
164093/500000  473903/500000  -381473/500000  81139/125000
3629/10000  935841/1000000  444687/500000  -227341/500000
-452991/500000  -104559/250000  937497/1000000  358247/1000000
228339/1000000  -486531/500000  -178999/200000  -220417/500000
-449439/500000  -214339/500000  844649/1000000  -10719/20000
-295601/500000  -80563/100000  -702283/1000000  357/500
-499791/500000  4269/500000  -49221/200000  -483561/500000
-104943/500000  195837/200000  -939647/1000000  -84109/250000
92917/100000  2991/8000  -876367/1000000  23889/50000
-40653/125000  945401/1000000  -710079/1000000  704513/1000000
-78399/100000  620151/1000000  153/1000  -985453/1000000
-100943/500000  981537/1000000  -169719/200000  -523239/1000000
239089/250000  303317/1000000  25687/200000  -247467/250000
496353/500000  135401/1000000  855823/1000000  -20753/40000
358291/500000  -697887/1000000  -31827/100000  948761/1000000
74977/125000  -160451/200000  29779/31250  31417/100000
-993997/1000000  16073/200000  -3113/3125  13771/200000
-39607/40000  -26197/250000  28849/100000  -191211/200000
641/40000  501629/500000  -130119/250000  213313/250000
-55699/62500  452449/1000000  9671/100000  -993307/1000000
93377/125000  -664269/1000000  -493901/500000  -143129/1000000
141027/1000000  495631/500000  -597527/1000000  -398103/500000
32719/50000  -151167/200000  26851/50000  846247/1000000
-316201/1000000  -472721/500000  -990617/1000000  -2357/20000
-4223/10000  -901687/1000000  983167/1000000  -19511/100000
-62331/62500  1149/50000  -199417/200000  471/40000
925707/1000000  -37527/100000  67131/250000  193251/200000
40841/500000  -198763/200000  8501/12500  737513/1000000
236369/250000  6669/20000  777387/1000000  -315197/500000
-1601/15625  996529/1000000  9569/1000000  -996577/1000000
160147/200000  606361/1000000  25039/25000  -163/1000000
162727/250000  762313/1000000  -48083/50000  -133923/500000
-596373/1000000  502/625  -243241/250000  45177/200000
411541/500000  -284491/500000  30627/40000  323357/500000
-427031/500000  -513057/1000000  824143/1000000  569809/1000000
167197/250000  372867/500000  -21421/100000  -243347/250000
571647/1000000  -164171/200000  286569/1000000  960281/1000000
-11033/12500  469931/1000000  -500909/1000000  -860963/1000000
-65891/100000  150667/200000  -3389/5000  734431/1000000
896061/1000000  450179/1000000  274793/500000  419563/500000
-37681/100000  -92457/100000  911023/1000000  83631/200000
367311/500000  136111/200000  -799863/1000000  5997/10000
635733/1000000  387987/500000  -291343/1000000  -952057/1000000
8349/62500  -991441/1000000  602137/1000000  -797347/1000000
-1021/20000  -24941/25000  -215349/1000000  -121943/125000
379963/500000  -325003/500000  -495663/500000  130259/1000000
198057/200000  -18483/125000  821/50000  125299/125000
989227/1000000  -6169/40000  6723/12500  423107/500000
-944173/1000000  -323417/1000000  -344187/1000000  940357/1000000
-494451/500000  -27751/200000  448007/1000000  -890743/1000000
529609/1000000  851237/1000000  -54671/62500  -3827/8000
239007/250000  -293371/1000000  -82781/100000  280879/500000
41237/125000  -94463/100000  996857/1000000  -12821/125000
4577/1000000  -249419/250000  -195547/250000  -310187/500000
-737553/1000000  -672367/1000000  867/500000  -249573/250000
122963/200000  -157817/200000  1001293/1000000  -33597/1000000
